Stress_info	Sample_description	BioSample	BioProject	Tissue
phosphorus	stress_Bogao_root	SAMN13386940	PRJNA591736	root
phosphorus	stress_Bogao_root	SAMN13386942	PRJNA591736	root
phosphorus	stress_Bogao_root	SAMN13386941	PRJNA591736	root
phosphorus	stress_Nannong_root	SAMN13386936	PRJNA591736	root
phosphorus	stress_Nannong_root	SAMN13386934	PRJNA591736	root
phosphorus	stress_Nannong_root	SAMN13386935	PRJNA591736	root
multi_abiotic	control_root	SAMN06314242	PRJNA373617	root
multi_abiotic	control_root	SAMN06314800	PRJNA373618	root
multi_abiotic	control_root	SAMN06314692	PRJNA373619	root
multi_abiotic	control_root	SAMN06313247	PRJNA373644	root
multi_abiotic	control_root	SAMN06314697	PRJNA373645	root
multi_abiotic	control_root	SAMN06314287	PRJNA373646	root
multi_abiotic	control_root	SAMN06314374	PRJNA373652	root
multi_abiotic	stress_potassium	SAMN06313415	PRJNA373626	root
multi_abiotic	stress_potassium	SAMN06314403	PRJNA373627	root
multi_abiotic	stress_potassium	SAMN06314439	PRJNA373628	root
multi_abiotic	stress_potassium	SAMN06314621	PRJNA373655	root
drought_salt	control_0h	SAMN02742636	PRJNA246058	root
drought_salt	control_0h	SAMN02742632	PRJNA246058	root
drought_salt	control_0h	SAMN02742638	PRJNA246058	root
drought_salt	stress_12h_salt	SAMN02742646	PRJNA246058	root
drought_salt	stress_12h_salt	SAMN02742651	PRJNA246058	root
drought_salt	stress_12h_salt	SAMN02742650	PRJNA246058	root
drought_salt	stress_1h_salt	SAMN02742640	PRJNA246058	root
drought_salt	stress_1h_salt	SAMN02742648	PRJNA246058	root
drought_salt	stress_1h_salt	SAMN02742649	PRJNA246058	root
drought_salt	stress_6h_salt	SAMN02742641	PRJNA246058	root
drought_salt	stress_6h_salt	SAMN02742647	PRJNA246058	root
drought_salt	stress_6h_salt	SAMN02742652	PRJNA246058	root
multi_abiotic	control_root	SAMN06314242	PRJNA373617	root
multi_abiotic	control_root	SAMN06314800	PRJNA373618	root
multi_abiotic	control_root	SAMN06314692	PRJNA373619	root
multi_abiotic	stress_salt	SAMN06314367	PRJNA373632	root
multi_abiotic	stress_salt	SAMN06314597	PRJNA373633	root
multi_abiotic	stress_salt	SAMN06314413	PRJNA373634	root
multi_abiotic	control_root	SAMN06313247	PRJNA373644	root
multi_abiotic	control_root	SAMN06314697	PRJNA373645	root
multi_abiotic	control_root	SAMN06314287	PRJNA373646	root
multi_abiotic	control_root	SAMN06314374	PRJNA373652	root
salt	control_12h_leaves	SAMN03761648	PRJNA285880	leaves
salt	control_12h_leaves	SAMN03761649	PRJNA285880	leaves
salt	control_4h_leaves	SAMN03761646	PRJNA285880	leaves
salt	control_4h_leaves	SAMN03761647	PRJNA285880	leaves
salt	stress_12h_leaves	SAMN03761652	PRJNA285880	leaves
salt	stress_12h_leaves	SAMN03761653	PRJNA285880	leaves
salt	stress_4h_leaves	SAMN03761650	PRJNA285880	leaves
salt	stress_4h_leaves	SAMN03761651	PRJNA285880	leaves
salt	control_leaves	SAMN08463860	PRJNA432861	leaves
salt	control_leaves	SAMN08463861	PRJNA432861	leaves
salt	control_leaves	SAMN08463859	PRJNA432861	leaves
salt	control_root	SAMN08463878	PRJNA432861	root
salt	control_root	SAMN08463877	PRJNA432861	root
salt	control_root	SAMN08463879	PRJNA432861	root
salt	stress_1h_leaves	SAMN08463862	PRJNA432861	leaves
salt	stress_1h_leaves	SAMN08463863	PRJNA432861	leaves
salt	stress_1h_leaves	SAMN08463864	PRJNA432861	leaves
salt	stress_1h_root	SAMN08463880	PRJNA432861	root
salt	stress_1h_root	SAMN08463882	PRJNA432861	root
salt	stress_1h_root	SAMN08463881	PRJNA432861	root
salt	stress_24h_leaves	SAMN08463873	PRJNA432861	leaves
salt	stress_24h_leaves	SAMN08463872	PRJNA432861	leaves
salt	stress_24h_leaves	SAMN08463871	PRJNA432861	leaves
salt	stress_24h_root	SAMN08463890	PRJNA432861	root
salt	stress_24h_root	SAMN08463891	PRJNA432861	root
salt	stress_24h_root	SAMN08463889	PRJNA432861	root
salt	stress_2h_leaves	SAMN08463865	PRJNA432861	leaves
salt	stress_2h_leaves	SAMN08463866	PRJNA432861	leaves
salt	stress_2h_leaves	SAMN08463867	PRJNA432861	leaves
salt	stress_2h_root	SAMN08463883	PRJNA432861	root
salt	stress_2h_root	SAMN08463885	PRJNA432861	root
salt	stress_2h_root	SAMN08463884	PRJNA432861	root
salt	stress_48h_leaves	SAMN08463875	PRJNA432861	leaves
salt	stress_48h_leaves	SAMN08463874	PRJNA432861	leaves
salt	stress_48h_leaves	SAMN08463876	PRJNA432861	leaves
salt	stress_48h_root	SAMN08463893	PRJNA432861	root
salt	stress_48h_root	SAMN08463894	PRJNA432861	root
salt	stress_48h_root	SAMN08463892	PRJNA432861	root
salt	stress_4h_leaves	SAMN08463869	PRJNA432861	leaves
salt	stress_4h_leaves	SAMN08463870	PRJNA432861	leaves
salt	stress_4h_leaves	SAMN08463868	PRJNA432861	leaves
salt	stress_4h_root	SAMN08463886	PRJNA432861	root
salt	stress_4h_root	SAMN08463888	PRJNA432861	root
salt	stress_4h_root	SAMN08463887	PRJNA432861	root
salt	stress_res_leaves	SAMN14069576	PRJNA605480	leaves
salt	stress_res_leaves	SAMN14069575	PRJNA605480	leaves
salt	stress_res_leaves	SAMN14069577	PRJNA605480	leaves
salt	stress_sus_leaves	SAMN14069580	PRJNA605480	leaves
salt	stress_sus_leaves	SAMN14069579	PRJNA605480	leaves
salt	stress_sus_leaves	SAMN14069578	PRJNA605480	leaves
